Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Meg Vaillancourt field tape
Moon for the Misbegotten, Jan. 11
Chronology: 1980s
News Report field tape on theater play Moon for the Misbegotten",News Tape,Item Type,"1/17/2020 EMu: Two separate mono channels. No timecode., OK",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,,,,,,,,,,,,,,,video recording identifier,193846,,,barcode193846.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193846/PreservationMaster/barcode193846.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Peter Sellars, Aug. 2
Reporter: Meg Vaillancourt
News Report field interview about puppetry ",News Tape,Item Type,"1/22/2020 EMu: Exposure fluctuates. Right channel not present at times. Two separate mono channels. No timecode., Analog Video Dropouts, Audio Hiss, Audio Low Levels, Video Picture Breaks up",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Social Issues - Ableism,,,,,,,,,,,,,,video recording identifier,193933,,,barcode193933.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193933/PreservationMaster/barcode193933.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-01-29,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Meg Vaillancourt field tape
Toxic Resolve, Sept. 5
Chronology: 1980s
news report on toxic waste dumping",News Tape,Item Type,"1/23/2020 EMu: Right channel not present at times. Low levels in right channel. No timecode. Long black tail.  , Audio Low Levels, Analog Video Dropouts, Video Picture Breaks up",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Technology,,,,,,,,,,,,,,video recording identifier,193934,,,barcode193934.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193934/PreservationMaster/barcode193934.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,1984-10-18,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Meg Vaillancourt
Computers Master
News Report on computer use in massachusetts",News Tape,Item Type,"1/20/2020 EMu: Audio fluctuates between channels. , Audio Hiss",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,,,,,,,,,,,,,,,video recording identifier,193935,,,barcode193935.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193935/PreservationMaster/barcode193935.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: News Report on infrastructure, construction, and the Boston MDC, including interviews with Metropolitan District Commissioner William Geary, MA Representative for Quincy Thomas Browell, and an in-studio interview with John Buick, former MA Secretary of Environmental Affairs
Reporter: Meg Vaillancourt
MDC dub from show tape",News Tape,Item Type,"1/23/2020 EMu: No timecode., Audio Hiss, Analog Video Dropouts",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Local Communities,,,,,,,,,,,,,,video recording identifier,193936,,,barcode193936.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193936/PreservationMaster/barcode193936.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Meg Vaillancourt field tape
Spalding Gray, Oct. 1 (Air Date 10/19)
Chronology: 1980s
News report and interview on spalding grey",News Tape,Item Type,"1/23/2020 EMu: Brief audio in right channel at top of footage. Black between segments. Dropouts over footage occasionally. , No Bars and Tone, Audio Hiss, Analog Video Dropouts, Video Picture Breaks up",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,Technology,News and Current Events,,,,,,,,,,,,,,video recording identifier,193937,,,barcode193937.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193937/PreservationMaster/barcode193937.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Meg Vaillancourt field tape
High Tech Dub, Nov. 12
Chronology: 1980s
News Report on tech job fair",News Tape,Item Type,"1/23/2020 EMu: Tone levels fluctuate. Exposure fluctuates at times. No timecode., Analog Video Dropouts, Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Theater,,,,,,,,,,,,,,video recording identifier,193938,,,barcode193938.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193938/PreservationMaster/barcode193938.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: News segments include report on computer use and employment in Massachusetts; report on a recent death in traffic in Allston; report on the social security program; footage of Michael Dukakis speaking from the State House

Dubs 3:  (BAD DUB) 
Reporter: Meg Vaillancourt",News Tape,Item Type,"1/23/2020 EMu: Two separate mono channels. Right channel not present at times. No timecode. , Audio Hiss, Analog Video Dropouts, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Theater,,,,,,,,,,,,,,,video recording identifier,193940,,,barcode193940.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193940/PreservationMaster/barcode193940.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Pages, May 16
Reporter: Meg Vaillancourt
News Report on state budget and representative personell, specifically pages",News Tape,Item Type,"1/23/2020 EMu: Dropouts over footage occasionally. Audio is low level in the right channel. Audio fluctuates between left and right channels. No timecode. , Analog Video Dropouts, Audio Hiss, Audio Low Levels",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Politics and Government,Environmental Science,,,,,,,,,,,,,video recording identifier,193941,,,barcode193941.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193941/PreservationMaster/barcode193941.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: News Report on fishing at Georges Bank, environmental concerns, footage of Michael Dukakis discussing risks of oil drilling, filmed July 9
Reporter: Meg Vaillancourt",News Tape,Item Type,"1/20/2020 EMu: Two separate mono channels. No timecode., Audio Low Levels, Audio Hiss",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues - Ableism,News and Current Events,Protest and Public Advocacy,Technology,,,,,,,,,,,,video recording identifier,193942,,,barcode193942.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193942/PreservationMaster/barcode193942.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Gays and Catholics, July 16
Reporter: Meg Vaillancourt
News Report on recently passed ban on employment discrimination based on sexual orientation",News Tape,Item Type,"1/23/2020 EMu: Two separate mono channels. No audio in right channel at times. Right channel contains low level audio. No timecode. , Analog Video Dropouts, Audio Hiss, Audio Low Levels",Technical Notes,News Report,Content Type,,Moving Image,,,,,,,,,,,,,,,News and Current Events,Politics and Government,,,,,,,,,,,,,,video recording identifier,193945,,,barcode193945.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode193945/PreservationMaster/barcode193945.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,1980-10-28,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Jimmy  Carter - Ronald Reagan  Debate, reel 1
Footage of debate between Reagan and Carter",News Tape,Item Type,"1/21/2020 EMu: Color breakups after bars. Audible timecode in right channel., Video Picture Breaks up, Audio Hiss, Analog Video Dropouts",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,194112,,,barcode194112.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode194112/PreservationMaster/barcode194112.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
,,Default Unit,,Signature Masters,2020-02-10,,,,,,1978-03-01,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: DEF footage; Anderson headquarters with band; election night ?",Radio program (Master),Item Type,"2/7/2020 SB: The test tone starts left channel only., Audio Hiss",Technical Notes,Promo,Content Type,,Moving Image,,,,,,,,,,,,,,,Film and Television,,,,,,,,,,,,,,,video recording identifier,194113,,,barcode194113.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode194113/PreservationMaster/barcode194113.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,1980-09-02,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Field Tape: JIMMY CARTER IN MISSOURI
Footage of Jimmy Carter speaking about priorities of his government for the future, then cuts to football game, commercials, a Royals baseball game",Stock Footage,Item Type,"1/20/2020 EMu: Two separate mono channels. Black between segments. Static between segments. Rolling midway through footage inherent to tape. Transitional breakups at times. Color breakups at times.  , No Bars and Tone, Audio Hiss, Analog Video Dropouts, Video Picture Breaks up, End Cut Off, Beginning Cut Off",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,194114,,,barcode194114.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode194114/PreservationMaster/barcode194114.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,20/20 ABC,2020-02-10,,,,,,1980-08-12,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: field tape: TED KENNEDY CONVENTION SPEECH
ABC's 20/20 episode featuring Ted Kennedy's speech at the DNC",News Tape,Item Type,"1/21/2020 EMu: Dropouts over footage at times. Audible timecode present., No Bars and Tone, Audio Hiss, Analog Video Dropouts, Beginning Cut Off, Audio Low Levels",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,194139,,,barcode194139.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode194139/PreservationMaster/barcode194139.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
